,retorno_sobre_capital_tangivel_inicial,retorno_sobre_capital_investido_inicial,retorno_sobre_capital_tangivel_inicial_pre_impostos,retorno_sobre_capital_investido_inicial_pre_impostos,retorno_sobre_patrimonio_liquido_inicial,retorno_sobre_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_do_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda,datas,tic
48,-0.023,-0.024,-0.035,-0.036,-0.044,-0.034,0.09,-0.159,-0.126,-0.119,0.21,1.31,0.31,-1.96,30/09/2012,AGRO3
49,-0.016,-0.016,-0.024,-0.025,-0.01,-0.007,0.126,-0.036,-0.085,-0.078,0.21,1.32,0.32,-2.22,30/06/2012,AGRO3
50,0.008,0.01,0.012,0.015,0.046,0.029,0.234,0.142,0.041,0.048,0.20,1.28,0.28,-2.17,31/03/2012,AGRO3
51,0.014,0.019,0.021,0.029,0.054,0.034,0.311,0.17,0.074,0.082,0.20,1.25,0.25,-1.52,31/12/2011,AGRO3
52,0.032,0.042,0.048,0.064,0.071,0.044,0.377,0.222,0.158,0.165,0.20,1.30,0.30,-0.78,30/09/2011,AGRO3
53,0.015,0.016,0.023,0.024,0.026,0.02,0.393,0.146,0.104,0.114,0.14,1.32,0.32,-3.66,30/06/2011,AGRO3
54,0.012,0.013,0.019,0.02,0.013,0.01,0.391,0.077,0.082,,0.14,1.61,0.61,NA,31/03/2011,AGRO3
55,-0.007,-0.007,-0.01,-0.01,0.014,0.012,0.119,0.111,-0.054,,0.11,1.59,0.59,NA,31/12/2010,AGRO3
56,-0.061,-0.065,-0.092,-0.098,-0.028,-0.024,-0.051,-0.309,-0.729,,0.08,1.60,0.60,NA,30/09/2010,AGRO3
57,-0.08,-0.085,-0.122,-0.128,-0.028,-0.023,-0.318,-0.431,-1.18,,0.05,1.31,0.31,NA,30/06/2010,AGRO3
58,-0.047,-0.05,-0.071,-0.076,0.002,0.002,-0.095,0.03,-0.683,,0.05,1.26,0.26,NA,31/03/2010,AGRO3
59,-0.044,-0.048,-0.067,-0.073,0.011,0.009,-0.039,0.179,-0.658,,0.05,1.18,0.18,NA,31/12/2009,AGRO3
60,-0.049,-0.055,-0.074,-0.083,0.003,0.003,-0.033,0.057,-0.644,,0.05,1.16,0.16,NA,30/09/2009,AGRO3
61,-0.057,-0.062,-0.086,-0.094,0.002,0.001,-0.018,0.027,-0.681,,0.05,1.18,0.18,NA,30/06/2009,AGRO3
62,-0.022,-0.024,-0.034,-0.037,0.03,0.024,0.321,0.304,-0.118,,0.08,1.21,0.21,NA,31/03/2009,AGRO3
63,-0.038,-0.044,-0.057,-0.067,0.022,0.017,0.3,0.255,-0.178,,0.07,1.23,0.23,NA,31/12/2008,AGRO3
64,-0.052,-0.061,-0.079,-0.093,0.028,0.023,0.316,0.332,-0.19,,0.07,1.23,0.23,NA,30/09/2008,AGRO3
65,-0.099,-0.126,-0.15,-0.19,0.023,0.02,0.322,0.292,-0.307,,0.07,1.22,0.22,NA,30/06/2008,AGRO3
66,-0.317,-0.45,-0.48,-0.682,-0.003,-0.003,0.135,-0.424,-7.439,,0.01,1.25,0.25,NA,31/03/2008,AGRO3
67,-0.629,,-0.953,,,-0.001,1.0,-0.973,,,0.00,1.30,0.30,NA,31/12/2007,AGRO3
68,-1.839,-2.372,-2.786,-3.595,0.014,0.014,1.0,9.845,,,0.00,1.22,0.22,NA,30/09/2007,AGRO3
69,-1.256,-1.256,-1.904,-1.904,0.039,0.039,1.0,,,,0.00,1.17,0.17,NA,30/06/2007,AGRO3
70,,,,,,,1.0,,,,NA,1.11,0.11,NA,31/03/2007,AGRO3
71,,,,,,,1.0,,,,NA,NA,NA,NA,31/12/2006,AGRO3
72,,,,,,,1.0,,,,NA,1.01,0.01,NA,30/09/2006,AGRO3
73,,,,,,,0.0,0.0,0.0,,NA,1.00,0.00,NA,30/06/2006,AGRO3
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00,3.27,2.27,NA,31/03/2006,AGRO3
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00,5.08,4.08,NA,31/12/2005,AGRO3
0,-0.676,-0.484,-1.024,-0.733,-2.449,-0.32,0.032,-0.399,-0.256,-0.23,0.80,-3.01,-4.01,-0.81,30/09/2024,AGXY3
1,-0.022,-0.016,-0.033,-0.025,-0.486,-0.059,0.092,-0.069,-0.008,0.013,0.85,9.24,8.24,10.49,30/06/2024,AGXY3
2,-0.028,-0.023,-0.043,-0.034,-0.42,-0.055,0.077,-0.074,-0.012,0.007,0.74,9.53,8.53,20.41,31/03/2024,AGXY3
3,0.067,0.055,0.101,0.083,-0.252,-0.038,0.103,-0.04,0.022,0.038,0.95,6.93,5.93,2.56,31/12/2023,AGXY3
4,0.131,0.108,0.199,0.163,-0.197,-0.029,0.122,-0.024,0.039,0.054,1.19,7.64,6.64,2.08,30/09/2023,AGXY3
5,0.175,0.109,0.265,0.166,-0.156,-0.025,0.124,-0.018,0.039,0.05,1.42,8.30,7.30,2.21,30/06/2023,AGXY3
6,0.246,0.153,0.372,0.232,0.13,0.02,0.136,0.016,0.052,0.062,1.25,7.70,6.70,2.00,31/03/2023,AGXY3
7,0.271,0.158,0.411,0.239,0.019,0.004,0.125,0.002,0.046,0.055,1.71,6.67,5.67,1.54,31/12/2022,AGXY3
8,0.249,0.143,0.377,0.216,-0.048,-0.011,0.125,-0.006,0.044,0.053,1.79,6.79,5.79,2.13,30/09/2022,AGXY3
9,0.265,0.146,0.402,0.221,-0.02,-0.004,0.121,-0.002,0.042,0.053,2.10,6.24,5.24,2.68,30/06/2022,AGXY3
10,0.168,0.105,0.255,0.158,0.09,0.016,0.112,0.01,0.031,0.043,1.57,6.40,5.40,2.97,31/03/2022,AGXY3
11,0.239,0.132,0.362,0.2,0.116,0.028,0.137,0.018,0.049,0.063,1.54,4.64,3.64,1.80,31/12/2021,AGXY3
12,0.212,0.188,0.321,0.285,0.471,0.065,0.119,0.017,0.028,0.04,3.86,4.37,3.37,3.83,30/09/2021,AGXY3
13,0.074,0.069,0.112,0.105,0.054,0.008,0.11,0.003,0.014,0.027,3.18,4.57,3.57,7.93,30/06/2021,AGXY3
14,0.41,0.379,0.621,0.574,0.14,0.017,0.149,0.008,0.063,0.075,2.15,5.49,4.49,2.77,31/03/2021,AGXY3
15,0.196,0.183,0.296,0.277,0.424,0.058,0.125,0.031,0.036,0.049,1.86,4.20,3.20,4.70,31/12/2020,AGXY3
16,0.174,0.163,0.264,0.247,0.077,0.01,0.116,0.009,0.05,0.057,1.20,7.27,6.27,3.34,30/09/2020,AGXY3
17,0.147,0.137,0.222,0.208,0.11,0.015,0.118,0.014,0.049,0.056,1.05,6.41,5.41,3.68,30/06/2020,AGXY3
18,0.134,0.125,0.202,0.189,0.087,0.012,0.12,0.012,0.047,0.056,0.98,8.25,7.25,2.33,31/03/2020,AGXY3
19,,,,,,,0.113,0.011,0.044,0.052,NA,7.36,6.36,2.07,31/12/2019,AGXY3
0,0.41,7.603,0.621,,8.568,0.385,0.281,0.2,0.224,0.234,1.92,3.22,2.22,-0.41,30/09/2024,AHEB3
1,0.461,-4.264,0.699,-6.461,,0.34,0.305,0.194,0.239,0.25,1.76,3.80,2.80,-0.51,30/06/2024,AHEB3
2,0.451,-2.766,0.683,-4.19,,0.294,0.312,0.167,0.217,0.228,1.76,4.51,3.51,-0.75,31/03/2024,AHEB3
3,0.44,-1.697,0.668,-2.571,,0.259,0.304,0.141,0.201,0.213,1.84,5.59,4.59,-0.42,31/12/2023,AHEB3
4,0.383,-0.996,0.581,-1.508,-1.203,0.335,0.338,0.177,0.219,0.232,1.90,22.25,21.25,-0.02,30/09/2023,AHEB3
5,0.331,-0.748,0.502,-1.134,-1.124,0.241,0.352,0.159,0.214,0.229,1.51,42.85,41.85,-0.30,30/06/2023,AHEB3
6,0.318,-0.907,0.482,-1.375,-1.118,0.22,0.402,0.159,0.244,0.261,1.38,49.95,48.95,-0.37,31/03/2023,AHEB3
7,0.284,-0.579,0.43,-0.877,-0.916,0.206,0.459,0.214,0.272,0.294,0.96,-58.30,-59.30,-0.47,31/12/2022,AHEB3
8,-0.036,0.092,-0.054,0.14,0.689,-0.117,0.309,-0.159,-0.037,-0.005,0.74,-3.59,-4.59,-0.76,30/09/2022,AHEB3
9,0.008,-0.026,0.013,-0.04,0.565,-0.087,0.411,-0.11,0.008,0.044,0.78,-4.66,-5.66,-2.29,30/06/2022,AHEB3
10,-0.028,0.101,-0.043,0.154,1.362,-0.121,0.397,-0.171,-0.032,0.002,0.71,-5.09,-6.09,-45.45,31/03/2022,AHEB3
11,-0.207,0.602,-0.314,0.912,,-0.246,0.281,-0.43,-0.248,-0.202,0.57,-4.43,-5.43,0.65,31/12/2021,AHEB3
12,-0.142,2.941,-0.215,4.457,-4.974,-0.235,0.226,-0.317,-0.195,-0.153,0.74,-5.87,-6.87,0.23,30/09/2021,AHEB3
13,-0.118,8.721,-0.178,,-5.698,-0.212,0.22,-0.263,-0.158,-0.124,0.81,-6.53,-7.53,0.14,30/06/2021,AHEB3
14,-0.121,5.252,-0.183,7.957,-2.17,-0.176,0.192,-0.256,-0.174,-0.13,0.69,-11.24,-12.24,0.66,31/03/2021,AHEB3
15,-0.046,,-0.069,,-0.879,-0.091,0.268,-0.112,-0.057,-0.025,0.81,84.02,83.02,9.69,31/12/2020,AHEB3
16,-0.036,-1.761,-0.055,-2.669,-0.923,-0.056,0.268,-0.082,-0.064,-0.016,0.69,21.14,20.14,7.96,30/09/2020,AHEB3
17,-0.12,-2.763,-0.181,-4.187,-2.265,-0.149,0.159,-0.285,-0.27,-0.213,0.52,26.83,25.83,0.42,30/06/2020,AHEB3
18,-0.081,-1.652,-0.122,-2.504,-1.464,-0.103,0.281,-0.169,-0.156,-0.103,0.61,12.36,11.36,1.66,31/03/2020,AHEB3
19,-0.128,-1.03,-0.194,-1.56,-1.063,-0.167,0.231,-0.371,-0.349,-0.244,0.45,9.65,8.65,0.97,31/12/2019,AHEB3
20,-0.182,-0.724,-0.275,-1.097,-0.841,-0.221,0.406,-0.58,-0.552,-0.441,0.38,16.37,15.37,0.24,30/09/2019,AHEB3
21,-0.141,-0.621,-0.214,-0.941,-0.794,-0.175,0.456,-0.422,-0.397,-0.286,0.41,15.19,14.19,0.26,30/06/2019,AHEB3
22,-0.184,-0.856,-0.28,-1.298,-0.821,-0.212,0.375,-0.726,-0.69,-0.549,0.29,14.16,13.16,0.18,31/03/2019,AHEB3
23,-0.168,-0.636,-0.255,-0.964,-0.629,-0.193,0.402,-0.705,-0.671,-0.576,0.27,6.37,5.37,0.32,31/12/2018,AHEB3
24,-0.101,-0.515,-0.154,-0.78,-0.721,-0.129,0.32,-0.321,-0.298,-0.232,0.40,3.80,2.80,0.77,30/09/2018,AHEB3
25,-0.081,-0.493,-0.122,-0.746,-0.69,-0.107,0.373,-0.241,-0.214,-0.152,0.44,4.54,3.54,0.68,30/06/2018,AHEB3
26,-0.074,-0.622,-0.112,-0.943,-0.635,-0.093,0.376,-0.212,-0.182,-0.119,0.44,3.87,2.87,2.07,31/03/2018,AHEB3
27,-0.053,-0.275,-0.081,-0.417,-0.39,-0.079,0.388,-0.179,-0.141,-0.078,0.44,3.26,2.26,3.64,31/12/2017,AHEB3
28,-0.256,-0.527,-0.388,-0.799,-0.84,-0.321,0.469,-0.68,-0.638,-0.582,0.47,5.60,4.60,0.09,30/09/2017,AHEB3
29,-0.194,-0.37,-0.294,-0.561,-0.608,-0.267,0.495,-0.47,-0.429,-0.383,0.57,6.47,5.47,0.12,30/06/2017,AHEB3
30,-0.201,-0.501,-0.305,-0.76,-0.68,-0.245,0.503,-0.413,-0.372,-0.33,0.59,6.80,5.80,0.30,31/03/2017,AHEB3
31,-0.166,-0.486,-0.251,-0.737,-0.589,-0.188,0.5,-0.37,-0.339,-0.3,0.51,4.94,3.94,0.26,31/12/2016,AHEB3
32,-0.023,-0.081,-0.035,-0.122,-0.12,-0.031,1.043,-0.074,-0.058,-0.022,0.42,2.62,1.62,0.32,30/09/2016,AHEB3
33,-0.052,-0.182,-0.079,-0.276,-0.241,-0.063,1.036,-0.157,-0.145,-0.106,0.40,2.28,1.28,0.07,30/06/2016,AHEB3
34,-0.04,-0.289,-0.061,-0.438,-0.272,-0.047,1.018,-0.119,-0.11,-0.072,0.40,2.78,1.78,1.42,31/03/2016,AHEB3
35,,,,,,,1.0,-0.068,-0.059,-0.022,NA,3.13,2.13,7.31,31/12/2015,AHEB3
36,0.052,0.203,0.08,0.307,0.136,0.033,1.0,0.047,0.07,0.104,0.70,3.87,2.87,-1.31,30/09/2015,AHEB3
37,0.059,0.179,0.089,0.272,0.2,0.048,1.0,0.064,0.084,0.117,0.74,3.84,2.84,-0.95,30/06/2015,AHEB3
38,0.052,0.152,0.078,0.231,0.156,0.037,1.0,0.054,0.078,0.111,0.68,5.77,4.77,-1.56,31/03/2015,AHEB3
39,0.032,0.088,0.048,0.134,0.062,0.017,1.0,0.026,0.052,0.086,0.65,3.52,2.52,-2.24,31/12/2014,AHEB3
40,0.035,0.114,0.052,0.174,0.074,0.017,1.0,0.028,0.056,0.091,0.62,4.12,3.12,-1.51,30/09/2014,AHEB3
41,0.004,0.014,0.007,0.022,0.008,0.002,1.0,0.003,0.008,0.045,0.63,4.21,3.21,-0.39,30/06/2014,AHEB3
42,0.0,0.0,0.0,0.0,-0.008,-0.002,1.0,-0.003,0.0,0.037,0.63,4.22,3.22,-0.37,31/03/2014,AHEB3
43,0.003,0.009,0.004,0.013,0.005,0.001,1.0,0.002,0.005,0.044,0.63,3.60,2.60,-0.93,31/12/2013,AHEB3
44,0.009,0.034,0.014,0.051,0.038,0.008,1.0,0.012,0.015,0.049,0.66,4.36,3.36,-1.00,30/09/2013,AHEB3
45,-0.002,-0.006,-0.002,-0.008,-0.083,-0.018,1.0,-0.026,-0.003,0.03,0.69,4.37,3.37,-0.33,30/06/2013,AHEB3
46,0.027,0.085,0.041,0.129,0.047,0.012,1.0,0.017,0.041,0.071,0.75,4.18,3.18,-0.13,31/03/2013,AHEB3
47,0.024,0.071,0.036,0.107,0.014,0.004,1.0,0.006,0.035,0.06,0.74,3.80,2.80,-0.82,31/12/2012,AHEB3
48,-0.032,-0.096,-0.049,-0.146,-0.175,-0.046,1.095,-0.07,-0.052,-0.022,0.66,5.02,4.02,0.69,30/09/2012,AHEB3
49,-0.039,-0.115,-0.059,-0.174,-0.146,-0.041,1.0,-0.055,-0.06,-0.034,0.75,4.51,3.51,0.25,30/06/2012,AHEB3
50,-0.033,-0.109,-0.05,-0.165,-0.128,-0.032,1.0,-0.041,-0.049,-0.024,0.79,3.78,2.78,1.39,31/03/2012,AHEB3
51,-0.021,-0.07,-0.032,-0.106,-0.055,-0.015,1.0,-0.021,-0.033,-0.008,0.72,3.55,2.55,6.74,31/12/2011,AHEB3
52,-0.012,-0.047,-0.018,-0.071,-0.068,-0.015,0.974,-0.022,-0.018,0.005,0.66,3.79,2.79,-6.67,30/09/2011,AHEB3
53,0.023,0.08,0.035,0.121,0.026,0.006,1.0,0.009,0.038,0.062,0.71,3.57,2.57,-0.47,30/06/2011,AHEB3
54,0.035,0.129,0.053,0.196,0.059,0.014,1.0,0.019,0.056,0.08,0.72,3.94,2.94,-0.36,31/03/2011,AHEB3
55,0.036,0.086,0.054,0.13,0.081,0.02,1.0,0.029,0.063,0.087,0.68,3.69,2.69,-0.78,31/12/2010,AHEB3
56,0.049,0.126,0.074,0.191,0.168,0.033,1.0,0.054,0.088,,0.62,4.55,3.55,NA,30/09/2010,AHEB3
57,0.055,0.131,0.083,0.199,0.218,0.045,1.0,0.075,0.11,,0.61,4.03,3.03,NA,30/06/2010,AHEB3
58,0.025,0.061,0.037,0.092,0.074,0.016,1.0,0.03,0.054,,0.52,4.22,3.22,NA,31/03/2010,AHEB3
59,0.035,0.088,0.052,0.133,0.09,0.02,1.0,0.043,0.084,,0.47,4.09,3.09,NA,31/12/2009,AHEB3
60,0.016,0.04,0.025,0.06,0.002,0.0,1.0,0.001,0.04,,0.40,5.08,4.08,NA,30/09/2009,AHEB3
61,0.008,0.02,0.012,0.03,-0.002,-0.0,1.0,-0.001,0.02,,0.41,4.81,3.81,NA,30/06/2009,AHEB3
62,0.012,0.033,0.018,0.05,-0.009,-0.002,1.0,-0.004,0.028,,0.44,4.73,3.73,NA,31/03/2009,AHEB3
63,0.004,0.01,0.006,0.015,-0.018,-0.004,1.0,-0.01,0.011,,0.41,4.46,3.46,NA,31/12/2008,AHEB3
64,-0.009,-0.021,-0.013,-0.032,-0.057,-0.01,1.0,-0.02,-0.023,,0.47,5.06,4.06,NA,30/09/2008,AHEB3
65,-0.014,-0.034,-0.022,-0.052,-0.156,-0.028,1.0,-0.062,-0.039,,0.46,4.84,3.84,NA,30/06/2008,AHEB3
66,-0.014,-0.033,-0.021,-0.05,-0.17,-0.031,1.0,-0.074,-0.04,,0.42,4.76,3.76,NA,31/03/2008,AHEB3
67,-0.01,-0.024,-0.016,-0.036,-0.154,-0.03,1.0,-0.072,-0.03,,0.41,4.52,3.52,NA,31/12/2007,AHEB3
68,-0.038,-0.294,-0.057,-0.445,3.672,-0.072,1.0,-0.204,-0.096,,0.35,5.99,4.99,NA,30/09/2007,AHEB3
69,-0.026,-0.112,-0.039,-0.17,4.63,-0.078,1.0,-0.196,-0.076,,0.39,5.54,4.54,NA,30/06/2007,AHEB3
70,-0.046,-0.172,-0.069,-0.261,-5.688,-0.104,1.0,-0.284,-0.148,,0.37,5.43,4.43,NA,31/03/2007,AHEB3
71,-0.059,-0.199,-0.089,-0.302,-2.237,-0.126,1.0,-0.373,-0.205,,0.34,5.20,4.20,NA,31/12/2006,AHEB3
72,-0.039,-0.158,-0.059,-0.24,-1.723,-0.105,1.0,-0.332,-0.123,,0.32,-51.05,-52.05,NA,30/09/2006,AHEB3
73,-0.057,-0.158,-0.087,-0.239,-1.295,-0.142,1.0,-0.433,-0.212,,0.33,-59.74,-60.74,NA,30/06/2006,AHEB3
74,-0.035,-0.094,-0.053,-0.142,-0.992,-0.121,1.0,-0.377,-0.133,,0.32,54.59,53.59,NA,31/03/2006,AHEB3
75,-0.009,-0.021,-0.014,-0.032,-0.653,-0.102,1.0,-0.293,-0.031,,0.35,17.73,16.73,NA,31/12/2005,AHEB3
76,-0.028,-0.055,-0.042,-0.084,-0.502,-0.115,1.0,-0.339,-0.1,,0.34,16.35,15.35,NA,30/09/2005,AHEB3
77,-0.007,-0.014,-0.011,-0.022,-0.392,-0.092,1.0,-0.267,-0.026,,0.34,9.09,8.09,NA,30/06/2005,AHEB3
78,0.044,0.088,0.067,0.134,-0.195,-0.039,1.0,-0.07,0.095,,0.56,8.23,7.23,NA,31/03/2005,AHEB3
79,0.022,0.042,0.034,0.064,-0.21,-0.05,1.0,-0.077,0.042,,0.65,6.40,5.40,NA,31/12/2004,AHEB3
80,0.01,0.018,0.016,0.027,-0.19,-0.063,1.0,-0.104,0.022,,0.61,4.38,3.38,NA,30/09/2004,AHEB3
81,0.017,0.03,0.026,0.045,-0.137,-0.048,1.0,-0.08,0.035,,0.61,4.26,3.26,NA,30/06/2004,AHEB3
82,-0.054,-0.054,-0.082,-0.083,-0.29,-0.107,1.0,-0.243,-0.092,,0.44,4.96,3.96,NA,31/03/2004,AHEB3
83,-0.046,-0.046,-0.07,-0.07,-0.25,-0.102,1.0,-0.254,-0.066,,0.40,4.21,3.21,NA,31/12/2003,AHEB3
84,0.002,0.002,0.004,0.004,-0.184,-0.081,1.0,-0.204,0.004,,0.40,3.00,2.00,NA,30/09/2003,AHEB3
85,0.003,0.003,0.005,0.005,-0.183,-0.084,1.0,-0.216,0.006,,0.39,2.84,1.84,NA,30/06/2003,AHEB3
86,0.046,0.052,0.07,0.078,-0.141,-0.057,1.0,-0.149,0.076,,0.38,2.71,1.71,NA,31/03/2003,AHEB3
87,0.06,0.068,0.091,0.102,-0.077,-0.032,1.0,-0.094,0.119,,0.34,2.46,1.46,NA,31/12/2002,AHEB3
88,0.09,0.102,0.136,0.154,-0.027,-0.011,1.0,-0.031,0.17,,0.35,2.27,1.27,NA,30/09/2002,AHEB3
89,0.103,0.127,0.156,0.193,0.023,0.01,1.0,0.029,0.231,,0.34,2.19,1.19,NA,30/06/2002,AHEB3
90,0.08,0.101,0.121,0.154,0.015,0.006,1.0,0.019,0.186,,0.32,2.48,1.48,NA,31/03/2002,AHEB3
91,0.1,0.119,0.151,0.181,0.041,0.017,1.0,0.051,0.217,,0.33,2.42,1.42,NA,31/12/2001,AHEB3
92,0.242,0.029,0.366,0.044,2.086,-0.116,1.0,-0.171,-0.004,,0.68,2.48,1.48,NA,30/09/2001,AHEB3
93,-1.428,1.846,-2.163,2.796,6.801,-0.191,1.0,-0.295,-0.137,,0.65,2.39,1.39,NA,30/06/2001,AHEB3
94,-1.219,9.121,-1.848,,,-0.242,1.0,-0.375,-0.209,,0.65,2.46,1.46,NA,31/03/2001,AHEB3
95,-0.989,-2.505,-1.498,-3.796,-5.236,-0.326,1.0,-0.529,-0.378,,0.62,2.45,1.45,NA,31/12/2000,AHEB3
96,-0.469,-0.776,-0.71,-1.176,-1.648,-0.314,1.0,-0.444,-0.314,,0.71,-17.93,-18.93,NA,30/09/2000,AHEB3
97,-0.473,-0.607,-0.716,-0.92,-1.367,-0.302,1.0,-0.41,-0.262,,0.74,-35.67,-36.67,NA,30/06/2000,AHEB3
98,-0.401,-0.506,-0.607,-0.766,-1.267,-0.264,1.0,-0.333,-0.196,,0.79,122.21,121.21,NA,31/03/2000,AHEB3
0,-0.172,-0.162,-0.26,-0.245,-0.278,-0.19,0.442,-0.375,-0.382,-0.321,0.51,1.67,0.67,0.04,30/09/2024,ALPA3
1,-0.178,-0.169,-0.27,-0.255,-0.295,-0.202,0.424,-0.406,-0.414,-0.353,0.50,1.68,0.68,-0.10,30/06/2024,ALPA3
2,-0.181,-0.172,-0.274,-0.26,-0.298,-0.202,0.407,-0.436,-0.443,-0.384,0.46,1.71,0.71,-0.21,31/03/2024,ALPA3
3,-0.218,-0.206,-0.33,-0.312,-0.324,-0.22,0.401,-0.5,-0.533,-0.476,0.44,1.70,0.70,-0.32,31/12/2023,ALPA3
4,-0.044,-0.042,-0.067,-0.064,-0.048,-0.036,0.404,-0.074,-0.1,-0.049,0.48,1.47,0.47,-4.38,30/09/2023,ALPA3
5,-0.035,-0.033,-0.053,-0.05,-0.04,-0.03,0.422,-0.057,-0.071,-0.026,0.53,1.46,0.46,-8.92,30/06/2023,ALPA3
6,-0.025,-0.023,-0.037,-0.035,-0.02,-0.012,0.451,-0.027,-0.032,0.009,0.47,1.47,0.47,24.18,31/03/2023,ALPA3
7,0.048,0.045,0.073,0.069,0.036,0.015,0.461,0.029,0.048,0.087,0.52,1.48,0.48,1.72,31/12/2022,ALPA3
8,0.09,0.086,0.136,0.13,0.131,0.082,0.475,0.105,0.084,0.122,0.78,1.35,0.35,0.28,30/09/2022,ALPA3
9,0.112,0.109,0.17,0.165,0.173,0.108,0.477,0.135,0.104,0.14,0.80,1.33,0.33,-0.09,30/06/2022,ALPA3
10,0.138,0.142,0.209,0.216,0.192,0.122,0.486,0.147,0.128,0.163,0.83,1.64,0.64,-2.47,31/03/2022,ALPA3
11,0.156,0.164,0.237,0.248,0.234,0.143,0.496,0.175,0.157,0.19,0.82,2.37,1.37,-0.63,31/12/2021,ALPA3
12,0.14,0.152,0.212,0.23,0.156,0.074,0.525,0.108,0.142,0.181,0.68,1.60,0.60,-0.89,30/09/2021,ALPA3
13,0.112,0.121,0.169,0.183,0.105,0.045,0.533,0.074,0.132,0.171,0.61,1.60,0.60,-0.90,30/06/2021,ALPA3
14,0.11,0.12,0.166,0.182,0.088,0.047,0.529,0.068,0.126,0.171,0.68,1.58,0.58,-1.11,31/03/2021,ALPA3
15,0.071,0.077,0.107,0.116,0.053,0.031,0.523,0.042,0.082,0.13,0.74,1.63,0.63,-1.03,31/12/2020,ALPA3
16,0.078,0.084,0.118,0.127,0.081,0.047,0.501,0.055,0.089,0.134,0.85,2.11,1.11,-0.61,30/09/2020,ALPA3
17,0.08,0.086,0.121,0.13,0.109,0.062,0.501,0.077,0.088,0.136,0.80,2.33,1.33,0.13,30/06/2020,ALPA3
18,0.07,0.073,0.107,0.111,0.102,0.059,0.499,0.068,0.077,0.122,0.86,1.89,0.89,-0.71,31/03/2020,ALPA3
19,0.127,0.114,0.192,0.173,0.115,0.069,0.503,0.074,0.116,0.158,0.93,1.71,0.71,-0.49,31/12/2019,ALPA3
20,0.112,0.098,0.17,0.149,0.102,0.059,0.445,0.054,0.081,0.118,1.08,1.72,0.72,0.09,30/09/2019,ALPA3
21,0.149,0.128,0.225,0.195,0.132,0.076,0.436,0.069,0.104,0.139,1.10,1.76,0.76,-0.21,30/06/2019,ALPA3
22,0.15,0.13,0.228,0.197,0.125,0.072,0.439,0.069,0.103,0.134,1.04,1.74,0.74,0.22,31/03/2019,ALPA3
23,0.15,0.132,0.227,0.2,0.152,0.086,0.439,0.085,0.117,0.145,1.01,1.67,0.67,0.17,31/12/2018,ALPA3
24,0.13,0.108,0.196,0.163,0.14,0.084,0.448,0.081,0.104,0.135,1.03,1.73,0.73,0.09,30/09/2018,ALPA3
25,0.097,0.081,0.148,0.123,0.119,0.069,0.448,0.067,0.075,0.104,1.04,1.73,0.73,0.10,30/06/2018,ALPA3
26,0.106,0.087,0.161,0.132,0.137,0.078,0.445,0.076,0.078,0.107,1.02,1.75,0.75,-0.24,31/03/2018,ALPA3
27,0.128,0.115,0.194,0.174,0.183,0.096,0.44,0.097,0.102,0.131,0.98,1.76,0.76,0.21,31/12/2017,ALPA3
28,0.165,0.147,0.25,0.222,0.212,0.113,0.437,0.113,0.13,0.156,1.00,1.67,0.67,0.39,30/09/2017,ALPA3
29,0.177,0.156,0.268,0.236,0.225,0.113,0.435,0.115,0.134,0.16,0.98,1.72,0.72,0.34,30/06/2017,ALPA3
30,0.186,0.165,0.283,0.25,0.227,0.117,0.432,0.112,0.138,0.164,1.05,1.76,0.76,0.22,31/03/2017,ALPA3
31,0.166,0.147,0.251,0.223,0.197,0.096,0.444,0.089,0.116,0.142,1.08,1.91,0.91,0.35,31/12/2016,ALPA3
32,0.155,0.138,0.235,0.209,0.161,0.078,0.442,0.074,0.104,0.129,1.06,1.89,0.89,0.37,30/09/2016,ALPA3
33,0.148,0.132,0.224,0.199,0.155,0.083,0.438,0.071,0.102,0.127,1.17,1.99,0.99,0.37,30/06/2016,ALPA3
34,0.143,0.127,0.217,0.192,0.148,0.075,0.434,0.069,0.096,0.12,1.09,1.93,0.93,0.46,31/03/2016,ALPA3
35,0.124,0.111,0.188,0.168,0.136,0.075,0.426,0.066,0.089,0.114,1.13,2.05,1.05,0.59,31/12/2015,ALPA3
36,0.135,0.134,0.204,0.202,0.162,0.096,0.418,0.074,0.093,0.118,1.29,2.05,1.05,0.34,30/09/2015,ALPA3
37,0.12,0.119,0.182,0.18,0.153,0.086,0.412,0.073,0.087,0.111,1.18,1.87,0.87,0.56,30/06/2015,ALPA3
38,0.098,0.097,0.149,0.147,0.138,0.077,0.41,0.069,0.083,0.106,1.11,1.98,0.98,0.34,31/03/2015,ALPA3
39,0.095,0.095,0.145,0.144,0.153,0.083,0.404,0.076,0.088,0.108,1.10,1.83,0.83,0.49,31/12/2014,ALPA3
40,0.09,0.094,0.136,0.142,0.151,0.081,0.398,0.074,0.084,0.104,1.09,1.70,0.70,0.03,30/09/2014,ALPA3
41,0.101,0.106,0.152,0.16,0.164,0.092,0.406,0.08,0.087,0.107,1.15,1.77,0.77,0.04,30/06/2014,ALPA3
